Dept_name,metric_code,Store_id,Subdept,metric_date,metric_value
Grocery,SYSTEM_ON,7,15B,2024-08-03,1.0
Meat,WASTE_LBS,7,15B,2024-08-03,0.0
Dairy,SYSTEM_ON,7,4A,2024-08-03,1.0
Dairy,WASTE_LBS,7,30C,2024-08-03,0.0
Produce,WASTE_LBS,7,4A,2024-08-03,18.12
Bakery,WASTE_LBS,7,4A,2024-08-03,28.76
Dairy,REVENUE_USD,7,10A,2024-08-03,4442.06
Deli,UNITS_SOLD,7,30C,2024-08-03,525.19
Produce,WASTE_LBS,8,30C,2024-08-03,23.13
Seafood,SYSTEM_ON,8,10A,2024-08-03,1.0
Deli,WASTE_LBS,8,15B,2024-08-03,33.36
Dairy,UNITS_SOLD,8,10A,2024-08-03,515.6
Dairy,CUST_COUNT,8,4A,2024-08-03,1698.99
Grocery,SYSTEM_ON,8,30C,2024-08-03,1.0
Bakery,SYSTEM_ON,9,15B,2024-08-03,1.0
Deli,CUST_COUNT,9,30C,2024-08-03,1341.75
Grocery,CUST_COUNT,9,4A,2024-08-03,1345.84
Seafood,UNITS_SOLD,9,15B,2024-08-03,593.62
Deli,SYSTEM_ON,9,20A,2024-08-03,1.0
Seafood,REVENUE_USD,9,30C,2024-08-03,3910.06
Seafood,WASTE_LBS,9,20A,2024-08-03,7.84
Bakery,WASTE_LBS,9,15B,2024-08-03,53.39
Seafood,REVENUE_USD,9,15B,2024-08-03,4184.29
Bakery,CUST_COUNT,9,15B,2024-08-03,1150.16
Grocery,REVENUE_USD,9,10A,2024-08-03,5891.65
Deli,UNITS_SOLD,9,15B,2024-08-03,499.65
Meat,SYSTEM_ON,9,15B,2024-08-03,1.0
Deli,SYSTEM_ON,10,30C,2024-08-03,0.0
Bakery,WASTE_LBS,10,10A,2024-08-03,3.28
Produce,WASTE_LBS,10,10A,2024-08-03,11.64
Grocery,UNITS_SOLD,10,15B,2024-08-03,295.32
Dairy,SYSTEM_ON,10,30C,2024-08-03,1.0
Meat,CUST_COUNT,10,10A,2024-08-03,1485.54
Produce,REVENUE_USD,10,15B,2024-08-03,5224.52
Bakery,CUST_COUNT,10,30C,2024-08-03,1201.09
Meat,SYSTEM_ON,10,10A,2024-08-03,1.0
Grocery,SYSTEM_ON,10,30C,2024-08-03,1.0
Meat,CUST_COUNT,10,30C,2024-08-03,1772.38
Bakery,UNITS_SOLD,10,30C,2024-08-03,269.89
Produce,CUST_COUNT,10,15B,2024-08-03,1804.52
Bakery,UNITS_SOLD,10,15B,2024-08-03,435.07
Meat,SYSTEM_ON,10,15B,2024-08-03,1.0
Bakery,WASTE_LBS,10,20A,2024-08-03,9.4
Dairy,WASTE_LBS,10,15B,2024-08-03,20.51
Produce,WASTE_LBS,1,30C,2024-08-04,27.53
Grocery,WASTE_LBS,1,4A,2024-08-04,30.41
Dairy,UNITS_SOLD,1,10A,2024-08-04,454.79
Bakery,CUST_COUNT,1,30C,2024-08-04,1276.59
Seafood,WASTE_LBS,1,30C,2024-08-04,20.54
Dairy,SYSTEM_ON,1,30C,2024-08-04,1.0
Produce,UNITS_SOLD,1,20A,2024-08-04,566.29
Meat,CUST_COUNT,1,10A,2024-08-04,906.41
Deli,WASTE_LBS,1,15B,2024-08-04,0.0
Seafood,CUST_COUNT,1,4A,2024-08-04,1325.41
Meat,SYSTEM_ON,1,15B,2024-08-04,1.0
Dairy,CUST_COUNT,1,30C,2024-08-04,2112.88
Produce,CUST_COUNT,1,10A,2024-08-04,913.25
Deli,UNITS_SOLD,1,10A,2024-08-04,590.64
Grocery,WASTE_LBS,1,10A,2024-08-04,0.0
Grocery,REVENUE_USD,1,4A,2024-08-04,4335.48
Meat,UNITS_SOLD,1,30C,2024-08-04,649.62
Grocery,SYSTEM_ON,1,15B,2024-08-04,1.0
Dairy,UNITS_SOLD,1,10A,2024-08-04,649.55
Seafood,REVENUE_USD,2,10A,2024-08-04,3488.97
Produce,CUST_COUNT,2,20A,2024-08-04,945.81
Deli,REVENUE_USD,2,4A,2024-08-04,5087.04
Meat,UNITS_SOLD,2,15B,2024-08-04,464.97
Produce,WASTE_LBS,2,20A,2024-08-04,15.53
Produce,CUST_COUNT,2,20A,2024-08-04,1273.4
Seafood,UNITS_SOLD,2,20A,2024-08-04,610.07
Seafood,WASTE_LBS,2,10A,2024-08-04,15.14
Seafood,SYSTEM_ON,2,30C,2024-08-04,1.0
Deli,REVENUE_USD,2,20A,2024-08-04,3558.21
Dairy,CUST_COUNT,2,15B,2024-08-04,1014.3
Meat,SYSTEM_ON,2,20A,2024-08-04,1.0
Bakery,REVENUE_USD,2,30C,2024-08-04,4847.65
Deli,WASTE_LBS,2,30C,2024-08-04,14.63
Meat,SYSTEM_ON,2,15B,2024-08-04,1.0
Bakery,CUST_COUNT,2,30C,2024-08-04,745.94
Meat,UNITS_SOLD,2,4A,2024-08-04,536.84
Bakery,UNITS_SOLD,3,30C,2024-08-04,451.65
Grocery,UNITS_SOLD,3,10A,2024-08-04,312.2
Seafood,REVENUE_USD,3,15B,2024-08-04,6165.6
Meat,SYSTEM_ON,3,4A,2024-08-04,1.0
Meat,CUST_COUNT,3,30C,2024-08-04,741.84
Produce,SYSTEM_ON,3,20A,2024-08-04,1.0
Grocery,WASTE_LBS,3,20A,2024-08-04,7.73
Meat,CUST_COUNT,3,4A,2024-08-04,1142.8
Seafood,CUST_COUNT,3,10A,2024-08-04,706.14
Produce,REVENUE_USD,3,10A,2024-08-04,7819.45
Grocery,REVENUE_USD,3,4A,2024-08-04,4899.94
Produce,WASTE_LBS,3,15B,2024-08-04,6.27
Deli,CUST_COUNT,3,15B,2024-08-04,1243.0
Meat,WASTE_LBS,3,10A,2024-08-04,2.86
Produce,UNITS_SOLD,3,30C,2024-08-04,468.13
Meat,SYSTEM_ON,3,20A,2024-08-04,1.0
Seafood,CUST_COUNT,3,15B,2024-08-04,1261.79
Deli,REVENUE_USD,3,4A,2024-08-04,5393.68
Produce,UNITS_SOLD,3,10A,2024-08-04,471.92
Seafood,REVENUE_USD,4,30C,2024-08-04,4429.07
Bakery,WASTE_LBS,4,30C,2024-08-04,22.13
Grocery,REVENUE_USD,4,4A,2024-08-04,2520.77
Deli,SYSTEM_ON,4,10A,2024-08-04,1.0
Deli,REVENUE_USD,4,20A,2024-08-04,4967.85
Seafood,SYSTEM_ON,4,30C,2024-08-04,1.0
Seafood,REVENUE_USD,4,4A,2024-08-04,4906.29
Grocery,UNITS_SOLD,4,4A,2024-08-04,452.82
Deli,UNITS_SOLD,4,4A,2024-08-04,530.41
Meat,REVENUE_USD,4,30C,2024-08-04,4375.54
Produce,UNITS_SOLD,4,4A,2024-08-04,750.46
Seafood,SYSTEM_ON,4,10A,2024-08-04,1.0
Grocery,WASTE_LBS,4,4A,2024-08-04,6.69
Seafood,WASTE_LBS,4,15B,2024-08-04,45.42
Meat,SYSTEM_ON,4,10A,2024-08-04,1.0
Deli,CUST_COUNT,4,30C,2024-08-04,595.34
Seafood,SYSTEM_ON,5,20A,2024-08-04,1.0
Dairy,CUST_COUNT,5,10A,2024-08-04,779.46
Meat,UNITS_SOLD,5,4A,2024-08-04,194.34
Seafood,REVENUE_USD,5,4A,2024-08-04,2860.61
Dairy,REVENUE_USD,5,30C,2024-08-04,4252.63
Dairy,SYSTEM_ON,5,30C,2024-08-04,1.0
Seafood,UNITS_SOLD,5,10A,2024-08-04,689.56
Meat,REVENUE_USD,5,20A,2024-08-04,3068.78
Grocery,REVENUE_USD,5,10A,2024-08-04,3776.71
Bakery,WASTE_LBS,5,20A,2024-08-04,13.74
Produce,UNITS_SOLD,5,20A,2024-08-04,496.46
Produce,CUST_COUNT,5,30C,2024-08-04,1245.16
Meat,UNITS_SOLD,5,4A,2024-08-04,526.97
Meat,CUST_COUNT,5,10A,2024-08-04,1824.1
Deli,SYSTEM_ON,5,15B,2024-08-04,1.0
Bakery,SYSTEM_ON,6,4A,2024-08-04,1.0
Seafood,UNITS_SOLD,6,30C,2024-08-04,537.4
Bakery,UNITS_SOLD,6,15B,2024-08-04,557.99
Deli,CUST_COUNT,6,4A,2024-08-04,1357.02
Meat,SYSTEM_ON,6,4A,2024-08-04,1.0
Dairy,CUST_COUNT,6,10A,2024-08-04,1172.11
Seafood,REVENUE_USD,6,15B,2024-08-04,5380.46
Meat,UNITS_SOLD,6,15B,2024-08-04,534.12
Seafood,CUST_COUNT,6,4A,2024-08-04,1418.23
Meat,CUST_COUNT,6,15B,2024-08-04,1287.04
Meat,WASTE_LBS,6,20A,2024-08-04,25.4
Dairy,CUST_COUNT,6,10A,2024-08-04,1671.19
Meat,UNITS_SOLD,6,10A,2024-08-04,478.17
Seafood,CUST_COUNT,6,20A,2024-08-04,1449.16
Bakery,SYSTEM_ON,6,10A,2024-08-04,1.0
Seafood,CUST_COUNT,7,15B,2024-08-04,1655.33
Grocery,CUST_COUNT,7,10A,2024-08-04,1284.11
Meat,CUST_COUNT,7,20A,2024-08-04,1241.22
Produce,WASTE_LBS,7,30C,2024-08-04,19.91
Deli,REVENUE_USD,7,20A,2024-08-04,4562.98
Dairy,SYSTEM_ON,7,15B,2024-08-04,1.0
Bakery,SYSTEM_ON,7,4A,2024-08-04,1.0
Bakery,REVENUE_USD,8,4A,2024-08-04,7063.69
Dairy,SYSTEM_ON,8,15B,2024-08-04,1.0
Grocery,SYSTEM_ON,8,10A,2024-08-04,1.0
Deli,SYSTEM_ON,8,10A,2024-08-04,1.0
Dairy,UNITS_SOLD,8,30C,2024-08-04,332.13
Dairy,REVENUE_USD,8,20A,2024-08-04,5231.31
Produce,CUST_COUNT,8,4A,2024-08-04,1618.85
Grocery,WASTE_LBS,8,10A,2024-08-04,54.51
Dairy,WASTE_LBS,8,10A,2024-08-04,14.16
Dairy,SYSTEM_ON,8,30C,2024-08-04,1.0
Seafood,UNITS_SOLD,8,20A,2024-08-04,501.12
Deli,SYSTEM_ON,9,15B,2024-08-04,1.0
Bakery,UNITS_SOLD,9,20A,2024-08-04,528.21
Seafood,REVENUE_USD,9,30C,2024-08-04,6688.23
Grocery,REVENUE_USD,9,30C,2024-08-04,5501.74
Produce,WASTE_LBS,9,15B,2024-08-04,13.23
Grocery,REVENUE_USD,9,30C,2024-08-04,3676.8
Dairy,REVENUE_USD,9,15B,2024-08-04,4807.73
Grocery,SYSTEM_ON,9,10A,2024-08-04,1.0
Deli,WASTE_LBS,9,10A,2024-08-04,18.64
Meat,WASTE_LBS,9,20A,2024-08-04,44.1
Produce,WASTE_LBS,9,4A,2024-08-04,25.82
Seafood,CUST_COUNT,9,4A,2024-08-04,1471.85
Dairy,REVENUE_USD,9,4A,2024-08-04,4044.32
Dairy,UNITS_SOLD,9,20A,2024-08-04,558.36
Grocery,WASTE_LBS,9,20A,2024-08-04,3.87
Produce,WASTE_LBS,10,30C,2024-08-04,26.28
Deli,CUST_COUNT,10,4A,2024-08-04,1372.63
Grocery,CUST_COUNT,10,4A,2024-08-04,1617.65
Grocery,CUST_COUNT,10,30C,2024-08-04,904.37
Dairy,REVENUE_USD,10,15B,2024-08-04,4308.17
Meat,CUST_COUNT,10,10A,2024-08-04,1672.46
Dairy,WASTE_LBS,10,20A,2024-08-04,34.83
Grocery,UNITS_SOLD,10,4A,2024-08-04,466.52
Produce,REVENUE_USD,10,15B,2024-08-04,5542.01
Meat,SYSTEM_ON,10,30C,2024-08-04,1.0
Produce,REVENUE_USD,10,4A,2024-08-04,3309.92
Dairy,UNITS_SOLD,10,30C,2024-08-04,431.63
Meat,SYSTEM_ON,10,10A,2024-08-04,1.0
Deli,WASTE_LBS,1,4A,2024-08-05,9.26
Produce,SYSTEM_ON,1,4A,2024-08-05,1.0
Grocery,CUST_COUNT,1,4A,2024-08-05,1718.3
Grocery,CUST_COUNT,1,15B,2024-08-05,1096.98
Seafood,WASTE_LBS,1,4A,2024-08-05,41.79
Deli,UNITS_SOLD,1,30C,2024-08-05,366.3
Grocery,CUST_COUNT,1,30C,2024-08-05,1067.57
Seafood,WASTE_LBS,1,20A,2024-08-05,0.0
Deli,CUST_COUNT,1,15B,2024-08-05,957.98
Seafood,REVENUE_USD,1,4A,2024-08-05,4004.02
Seafood,UNITS_SOLD,2,15B,2024-08-05,609.38
Produce,REVENUE_USD,2,15B,2024-08-05,5757.52
Produce,SYSTEM_ON,2,20A,2024-08-05,1.0
Seafood,REVENUE_USD,2,20A,2024-08-05,3257.75
Dairy,UNITS_SOLD,2,10A,2024-08-05,333.04
Dairy,REVENUE_USD,2,30C,2024-08-05,4787.28
Produce,CUST_COUNT,2,10A,2024-08-05,1179.65
Produce,CUST_COUNT,2,10A,2024-08-05,1534.23
Bakery,CUST_COUNT,2,30C,2024-08-05,1208.25
Dairy,SYSTEM_ON,2,30C,2024-08-05,1.0
Produce,SYSTEM_ON,2,10A,2024-08-05,1.0
Dairy,WASTE_LBS,2,15B,2024-08-05,21.39
Seafood,REVENUE_USD,2,15B,2024-08-05,5772.92
Grocery,UNITS_SOLD,2,20A,2024-08-05,420.4
Meat,UNITS_SOLD,2,20A,2024-08-05,584.03
Deli,CUST_COUNT,2,10A,2024-08-05,875.19
Dairy,REVENUE_USD,2,4A,2024-08-05,5356.9
Seafood,CUST_COUNT,2,30C,2024-08-05,1375.36
Produce,REVENUE_USD,3,10A,2024-08-05,2990.15
Dairy,SYSTEM_ON,3,30C,2024-08-05,1.0
Bakery,REVENUE_USD,3,10A,2024-08-05,6668.47
Produce,WASTE_LBS,3,10A,2024-08-05,24.16
Produce,UNITS_SOLD,3,10A,2024-08-05,364.14
Bakery,SYSTEM_ON,3,30C,2024-08-05,1.0
Bakery,SYSTEM_ON,3,10A,2024-08-05,1.0
Grocery,WASTE_LBS,3,15B,2024-08-05,17.3
Seafood,SYSTEM_ON,3,15B,2024-08-05,1.0
Grocery,REVENUE_USD,4,30C,2024-08-05,4826.49
Dairy,REVENUE_USD,4,15B,2024-08-05,5028.94
Deli,REVENUE_USD,4,4A,2024-08-05,5744.73
Meat,SYSTEM_ON,4,10A,2024-08-05,1.0
Deli,SYSTEM_ON,4,30C,2024-08-05,1.0
Seafood,UNITS_SOLD,4,4A,2024-08-05,350.3
Grocery,SYSTEM_ON,4,30C,2024-08-05,1.0
Deli,REVENUE_USD,4,30C,2024-08-05,5917.33
Produce,UNITS_SOLD,4,30C,2024-08-05,544.5
Produce,UNITS_SOLD,4,15B,2024-08-05,832.97
Produce,WASTE_LBS,4,30C,2024-08-05,24.39
Bakery,CUST_COUNT,4,30C,2024-08-05,1693.55
Seafood,UNITS_SOLD,4,15B,2024-08-05,492.22
Deli,CUST_COUNT,5,30C,2024-08-05,1491.6
Bakery,WASTE_LBS,5,30C,2024-08-05,16.51
Grocery,REVENUE_USD,5,15B,2024-08-05,7472.45
Produce,UNITS_SOLD,5,15B,2024-08-05,495.49
Meat,WASTE_LBS,5,15B,2024-08-05,46.34
Bakery,CUST_COUNT,5,10A,2024-08-05,742.66
Produce,REVENUE_USD,5,30C,2024-08-05,4173.24
Meat,UNITS_SOLD,5,4A,2024-08-05,641.2
Produce,CUST_COUNT,5,4A,2024-08-05,952.44
Dairy,WASTE_LBS,5,30C,2024-08-05,6.03
Dairy,SYSTEM_ON,5,10A,2024-08-05,1.0
Produce,WASTE_LBS,5,15B,2024-08-05,24.52
Seafood,SYSTEM_ON,5,15B,2024-08-05,1.0
Deli,SYSTEM_ON,5,20A,2024-08-05,1.0
Produce,REVENUE_USD,5,4A,2024-08-05,2545.07
Dairy,CUST_COUNT,6,10A,2024-08-05,498.63
Dairy,WASTE_LBS,6,10A,2024-08-05,40.88
Grocery,WASTE_LBS,6,10A,2024-08-05,30.66
Deli,SYSTEM_ON,6,30C,2024-08-05,1.0
Deli,WASTE_LBS,6,20A,2024-08-05,18.23
Bakery,UNITS_SOLD,6,10A,2024-08-05,455.2
Bakery,REVENUE_USD,6,4A,2024-08-05,3976.52
Bakery,REVENUE_USD,6,30C,2024-08-05,4623.88
Bakery,SYSTEM_ON,6,10A,2024-08-05,1.0
Bakery,SYSTEM_ON,6,10A,2024-08-05,1.0
Produce,UNITS_SOLD,6,10A,2024-08-05,629.83
Grocery,UNITS_SOLD,6,30C,2024-08-05,462.38
Meat,CUST_COUNT,6,15B,2024-08-05,1230.25
Meat,CUST_COUNT,6,15B,2024-08-05,918.09
Produce,WASTE_LBS,7,15B,2024-08-05,42.17
Meat,SYSTEM_ON,7,30C,2024-08-05,1.0
Meat,CUST_COUNT,7,10A,2024-08-05,1502.69
Bakery,WASTE_LBS,7,30C,2024-08-05,18.32
Produce,CUST_COUNT,7,20A,2024-08-05,1110.16
Seafood,WASTE_LBS,7,10A,2024-08-05,42.85
Grocery,CUST_COUNT,7,30C,2024-08-05,988.96
Produce,SYSTEM_ON,7,15B,2024-08-05,1.0
Dairy,REVENUE_USD,7,30C,2024-08-05,3681.07
Dairy,REVENUE_USD,7,20A,2024-08-05,4502.87
Grocery,WASTE_LBS,7,4A,2024-08-05,27.86
Grocery,CUST_COUNT,7,30C,2024-08-05,1372.59
Deli,WASTE_LBS,7,15B,2024-08-05,16.13
Meat,REVENUE_USD,7,30C,2024-08-05,6524.58
Meat,WASTE_LBS,7,20A,2024-08-05,23.46
Bakery,CUST_COUNT,7,30C,2024-08-05,1375.65
Dairy,UNITS_SOLD,8,20A,2024-08-05,522.94
Seafood,UNITS_SOLD,8,30C,2024-08-05,556.99
Meat,CUST_COUNT,8,30C,2024-08-05,687.0
Grocery,UNITS_SOLD,8,4A,2024-08-05,681.26
Bakery,SYSTEM_ON,8,10A,2024-08-05,1.0
Grocery,SYSTEM_ON,8,30C,2024-08-05,1.0
Meat,REVENUE_USD,8,10A,2024-08-05,4156.63
Grocery,UNITS_SOLD,8,30C,2024-08-05,384.7
Grocery,REVENUE_USD,8,15B,2024-08-05,3227.44
Grocery,CUST_COUNT,8,4A,2024-08-05,1416.39
Seafood,SYSTEM_ON,8,4A,2024-08-05,1.0
Produce,UNITS_SOLD,8,10A,2024-08-05,427.53
Dairy,WASTE_LBS,9,15B,2024-08-05,0.0
Grocery,CUST_COUNT,9,20A,2024-08-05,953.57
Grocery,REVENUE_USD,9,20A,2024-08-05,1729.08
Meat,REVENUE_USD,9,20A,2024-08-05,4593.2
Bakery,UNITS_SOLD,9,10A,2024-08-05,392.06
Dairy,REVENUE_USD,9,15B,2024-08-05,7334.8
Seafood,WASTE_LBS,9,20A,2024-08-05,36.52
Grocery,WASTE_LBS,9,20A,2024-08-05,21.67
Bakery,SYSTEM_ON,9,15B,2024-08-05,1.0
Produce,REVENUE_USD,9,4A,2024-08-05,5917.03
Bakery,UNITS_SOLD,9,20A,2024-08-05,306.09
Bakery,CUST_COUNT,9,10A,2024-08-05,989.01
Produce,UNITS_SOLD,9,10A,2024-08-05,450.83
Bakery,WASTE_LBS,10,15B,2024-08-05,28.25
Dairy,WASTE_LBS,10,20A,2024-08-05,20.89
Produce,CUST_COUNT,10,20A,2024-08-05,1694.14
Deli,SYSTEM_ON,10,20A,2024-08-05,1.0
Dairy,SYSTEM_ON,10,15B,2024-08-05,1.0
Deli,UNITS_SOLD,10,30C,2024-08-05,650.69
Dairy,SYSTEM_ON,10,15B,2024-08-05,1.0
Produce,CUST_COUNT,10,20A,2024-08-05,548.84
Produce,SYSTEM_ON,10,4A,2024-08-05,1.0
Meat,CUST_COUNT,10,4A,2024-08-05,952.14
Produce,REVENUE_USD,10,4A,2024-08-05,4762.74
Grocery,REVENUE_USD,10,20A,2024-08-05,4580.13
Seafood,UNITS_SOLD,10,30C,2024-08-05,642.62
Meat,SYSTEM_ON,10,15B,2024-08-05,1.0
Seafood,REVENUE_USD,10,20A,2024-08-05,4670.33
Produce,CUST_COUNT,10,4A,2024-08-05,1049.22
Grocery,SYSTEM_ON,10,10A,2024-08-05,1.0
Bakery,WASTE_LBS,1,20A,2024-08-06,0.0
Meat,UNITS_SOLD,1,15B,2024-08-06,591.47
Deli,WASTE_LBS,1,4A,2024-08-06,16.25
Deli,REVENUE_USD,1,10A,2024-08-06,5302.91
Dairy,UNITS_SOLD,1,15B,2024-08-06,514.16
Bakery,CUST_COUNT,1,10A,2024-08-06,1636.09
Seafood,UNITS_SOLD,2,20A,2024-08-06,752.33
Deli,UNITS_SOLD,2,20A,2024-08-06,538.26
Seafood,CUST_COUNT,2,15B,2024-08-06,1023.91
Deli,CUST_COUNT,2,20A,2024-08-06,1364.15
Bakery,CUST_COUNT,2,10A,2024-08-06,1332.4
Grocery,CUST_COUNT,2,15B,2024-08-06,1476.24
Produce,CUST_COUNT,2,15B,2024-08-06,1153.44
Dairy,CUST_COUNT,2,30C,2024-08-06,963.45
Grocery,WASTE_LBS,2,30C,2024-08-06,11.39
Bakery,CUST_COUNT,2,30C,2024-08-06,337.49
Bakery,CUST_COUNT,2,10A,2024-08-06,2064.55
Grocery,CUST_COUNT,3,10A,2024-08-06,1373.58
Grocery,UNITS_SOLD,3,30C,2024-08-06,525.0
Produce,CUST_COUNT,3,15B,2024-08-06,1396.33
Bakery,WASTE_LBS,3,10A,2024-08-06,39.79
Produce,WASTE_LBS,3,4A,2024-08-06,9.47
Meat,CUST_COUNT,3,20A,2024-08-06,1393.46
Seafood,SYSTEM_ON,3,4A,2024-08-06,1.0
Bakery,UNITS_SOLD,3,15B,2024-08-06,453.94
Produce,REVENUE_USD,3,10A,2024-08-06,5139.86
Bakery,WASTE_LBS,3,4A,2024-08-06,18.94
Produce,CUST_COUNT,3,15B,2024-08-06,1143.99
Produce,REVENUE_USD,4,4A,2024-08-06,5502.81
Seafood,UNITS_SOLD,4,30C,2024-08-06,350.88
Seafood,REVENUE_USD,4,30C,2024-08-06,5742.93
Meat,SYSTEM_ON,4,15B,2024-08-06,1.0
Deli,UNITS_SOLD,4,10A,2024-08-06,635.79
Meat,WASTE_LBS,4,30C,2024-08-06,7.19
Produce,REVENUE_USD,4,30C,2024-08-06,5211.35
Deli,CUST_COUNT,4,30C,2024-08-06,306.8
Grocery,SYSTEM_ON,4,30C,2024-08-06,1.0
Produce,WASTE_LBS,4,20A,2024-08-06,10.97
Produce,SYSTEM_ON,4,4A,2024-08-06,1.0
Dairy,WASTE_LBS,4,30C,2024-08-06,21.08
Bakery,WASTE_LBS,4,4A,2024-08-06,26.76
Seafood,UNITS_SOLD,4,10A,2024-08-06,520.67
Bakery,UNITS_SOLD,4,4A,2024-08-06,449.22
Deli,WASTE_LBS,5,15B,2024-08-06,8.58
Seafood,REVENUE_USD,5,20A,2024-08-06,6236.59
Dairy,WASTE_LBS,5,30C,2024-08-06,23.28
Grocery,SYSTEM_ON,5,30C,2024-08-06,1.0
Grocery,SYSTEM_ON,5,20A,2024-08-06,1.0
Bakery,WASTE_LBS,5,10A,2024-08-06,71.31
Dairy,WASTE_LBS,5,15B,2024-08-06,29.26
Meat,UNITS_SOLD,5,10A,2024-08-06,470.99
Deli,SYSTEM_ON,5,10A,2024-08-06,1.0
Deli,UNITS_SOLD,6,30C,2024-08-06,534.4
Deli,SYSTEM_ON,6,20A,2024-08-06,1.0
Produce,SYSTEM_ON,6,10A,2024-08-06,1.0
Produce,REVENUE_USD,6,4A,2024-08-06,5735.52
Bakery,CUST_COUNT,6,30C,2024-08-06,1082.25
Bakery,REVENUE_USD,6,20A,2024-08-06,4405.95
Deli,UNITS_SOLD,7,10A,2024-08-06,391.06
Produce,REVENUE_USD,7,15B,2024-08-06,6257.72
Dairy,WASTE_LBS,7,30C,2024-08-06,11.12
Seafood,UNITS_SOLD,7,20A,2024-08-06,394.3
Grocery,REVENUE_USD,7,15B,2024-08-06,4124.55
Meat,CUST_COUNT,7,30C,2024-08-06,728.75
Deli,SYSTEM_ON,7,4A,2024-08-06,1.0
Produce,WASTE_LBS,7,15B,2024-08-06,19.03
Deli,WASTE_LBS,7,15B,2024-08-06,35.08
Seafood,WASTE_LBS,7,20A,2024-08-06,21.88
Produce,SYSTEM_ON,7,30C,2024-08-06,1.0
Deli,SYSTEM_ON,7,15B,2024-08-06,1.0
Dairy,SYSTEM_ON,7,15B,2024-08-06,1.0
Deli,CUST_COUNT,7,30C,2024-08-06,1352.7
Produce,UNITS_SOLD,7,4A,2024-08-06,650.26
Produce,REVENUE_USD,7,10A,2024-08-06,5369.79
Bakery,SYSTEM_ON,7,10A,2024-08-06,1.0
Meat,SYSTEM_ON,8,4A,2024-08-06,1.0
Deli,REVENUE_USD,8,10A,2024-08-06,5729.44
Seafood,UNITS_SOLD,8,15B,2024-08-06,547.16
Produce,SYSTEM_ON,8,20A,2024-08-06,1.0
Meat,WASTE_LBS,8,20A,2024-08-06,54.97
Meat,CUST_COUNT,8,20A,2024-08-06,795.56
Deli,REVENUE_USD,8,15B,2024-08-06,4158.38
Meat,WASTE_LBS,8,4A,2024-08-06,28.39
Bakery,UNITS_SOLD,8,20A,2024-08-06,599.12
Deli,CUST_COUNT,8,30C,2024-08-06,1600.41
Dairy,UNITS_SOLD,8,4A,2024-08-06,470.42
Deli,UNITS_SOLD,8,15B,2024-08-06,628.64
Dairy,SYSTEM_ON,8,4A,2024-08-06,1.0
Bakery,REVENUE_USD,8,10A,2024-08-06,4036.11
Bakery,UNITS_SOLD,8,30C,2024-08-06,530.46
Produce,UNITS_SOLD,8,20A,2024-08-06,458.06
Deli,REVENUE_USD,9,4A,2024-08-06,4768.52
Meat,REVENUE_USD,9,30C,2024-08-06,4139.61
Meat,SYSTEM_ON,9,30C,2024-08-06,1.0
Meat,SYSTEM_ON,9,10A,2024-08-06,1.0
Seafood,CUST_COUNT,9,10A,2024-08-06,673.85
Dairy,SYSTEM_ON,9,20A,2024-08-06,1.0
Produce,REVENUE_USD,9,15B,2024-08-06,3971.14
Meat,REVENUE_USD,9,30C,2024-08-06,5707.0
Deli,CUST_COUNT,9,30C,2024-08-06,1083.51
Meat,UNITS_SOLD,9,20A,2024-08-06,477.5
Dairy,UNITS_SOLD,9,30C,2024-08-06,510.44
Seafood,SYSTEM_ON,10,20A,2024-08-06,1.0
Produce,CUST_COUNT,10,10A,2024-08-06,1722.69
Deli,REVENUE_USD,10,4A,2024-08-06,3395.5
Produce,WASTE_LBS,10,4A,2024-08-06,21.21
Bakery,UNITS_SOLD,10,15B,2024-08-06,494.28
Grocery,WASTE_LBS,10,30C,2024-08-06,32.92
Meat,SYSTEM_ON,10,15B,2024-08-06,1.0
Produce,SYSTEM_ON,10,10A,2024-08-06,1.0
Bakery,CUST_COUNT,10,20A,2024-08-06,1240.57
Produce,UNITS_SOLD,10,30C,2024-08-06,486.91
Seafood,SYSTEM_ON,10,15B,2024-08-06,1.0
Seafood,REVENUE_USD,10,20A,2024-08-06,6827.72
Produce,REVENUE_USD,10,30C,2024-08-06,6617.41
Meat,REVENUE_USD,10,30C,2024-08-06,4707.31
Grocery,WASTE_LBS,10,20A,2024-08-06,0.43
Bakery,CUST_COUNT,10,4A,2024-08-06,1159.08
Produce,WASTE_LBS,10,30C,2024-08-06,14.1
Seafood,WASTE_LBS,1,30C,2024-08-07,6.3
Dairy,UNITS_SOLD,1,15B,2024-08-07,489.37
Deli,REVENUE_USD,1,4A,2024-08-07,3954.19
Meat,SYSTEM_ON,1,15B,2024-08-07,1.0
Seafood,CUST_COUNT,1,20A,2024-08-07,970.47
Seafood,SYSTEM_ON,1,10A,2024-08-07,1.0
Meat,UNITS_SOLD,1,15B,2024-08-07,524.25
Meat,UNITS_SOLD,1,15B,2024-08-07,318.66
Seafood,CUST_COUNT,1,20A,2024-08-07,1090.9
Grocery,WASTE_LBS,1,4A,2024-08-07,31.4
Bakery,CUST_COUNT,1,4A,2024-08-07,901.24
Bakery,WASTE_LBS,1,30C,2024-08-07,4.18
Produce,UNITS_SOLD,1,30C,2024-08-07,571.05
Grocery,REVENUE_USD,1,10A,2024-08-07,6557.04
